Tempo Switch RegrasInstaladas RegrasAceitas VezesBloqueado BytesEnviados
19 HW 2 2 0 0
34 HW 2 2 0 0
49 HW 2 2 0 0
64 HW 2 2 0 0
67 SW 244 16888 0 19891872
77 SW 491 16910 0 19891872
77 SW 601 16910 0 19891872
77 SW 647 16914 0 19891872
79 HW 100 100 3 85774248
86 SW 496 16987 0 19891872
94 HW 93 112 3 298828656
109 HW 80 112 3 632631384
112 SW 551 17126 0 19891872
114 SW 362 17131 0 19891872
124 HW 80 139 3 1027478088
124 SW 131 17132 0 19997712
139 HW 70 161 3 1356177816
139 SW 39 17134 0 404215056
154 HW 57 191 3 1608895008
154 SW 49 17157 0 797413680
169 HW 49 234 3 1753974432
169 SW 6 17157 0 911847888
184 HW 11 237 3 1861728624
184 SW 3 17157 0 911847888
199 SW 10 17173 0 911863008
199 HW 7 240 3 1926167040
214 SW 3 17173 0 911863008
214 HW 6 240 3 1948630824
229 SW 2 17173 0 911863008
229 HW 2 240 3 1948630824
