Ping 10.0.0.1 via ports 65535->7001
Reply from 10.0.0.1 seq=0 time=0.757999 ms
Reply from 10.0.0.1 seq=1 time=1.278 ms
Reply from 10.0.0.1 seq=2 time=1.518 ms
Reply from 10.0.0.1 seq=3 time=1.518 ms
Reply from 10.0.0.1 seq=4 time=1.518 ms
Reply from 10.0.0.1 seq=5 time=1.52669 ms
Reply from 10.0.0.1 seq=6 time=1.77155 ms
Reply from 10.0.0.1 seq=7 time=1.76743 ms
Reply from 10.0.0.1 seq=8 time=1.798 ms
Reply from 10.0.0.1 seq=9 time=1.81177 ms
Reply from 10.0.0.1 seq=10 time=1.81004 ms
Reply from 10.0.0.1 seq=11 time=2.038 ms
Reply from 10.0.0.1 seq=12 time=2.038 ms
Reply from 10.0.0.1 seq=13 time=2.078 ms
Reply from 10.0.0.1 seq=14 time=2.0819 ms
Reply from 10.0.0.1 seq=15 time=2.08544 ms
Reply from 10.0.0.1 seq=16 time=2.078 ms
Reply from 10.0.0.1 seq=17 time=2.078 ms
Reply from 10.0.0.1 seq=18 time=2.118 ms
Reply from 10.0.0.1 seq=19 time=2.118 ms
Reply from 10.0.0.1 seq=20 time=2.118 ms
Reply from 10.0.0.1 seq=21 time=2.118 ms
Reply from 10.0.0.1 seq=22 time=2.13085 ms
Reply from 10.0.0.1 seq=23 time=2.318 ms
Reply from 10.0.0.1 seq=24 time=2.318 ms
Reply from 10.0.0.1 seq=25 time=2.358 ms
Reply from 10.0.0.1 seq=26 time=2.358 ms
Reply from 10.0.0.1 seq=27 time=2.358 ms
Reply from 10.0.0.1 seq=28 time=2.36402 ms
Reply from 10.0.0.1 seq=29 time=2.358 ms
Reply from 10.0.0.1 seq=30 time=2.3623 ms
Reply from 10.0.0.1 seq=31 time=2.37328 ms
Reply from 10.0.0.1 seq=32 time=2.398 ms
Reply from 10.0.0.1 seq=33 time=2.398 ms
Reply from 10.0.0.1 seq=34 time=2.398 ms
Reply from 10.0.0.1 seq=35 time=2.41295 ms
Reply from 10.0.0.1 seq=36 time=2.40894 ms
