Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
9 HW 2 2 0 0
9 SW 2 2 0 0
Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
8 HW 4 4 0 107352
8 SW 7 7 0 240591
12 HW 9 9 0 2348136
12 SW 15 15 0 2844438
16 HW 16 16 0 9256464
16 SW 23 23 0 11679237
20 HW 24 24 0 24613848
20 SW 30 30 0 29932284
24 HW 32 32 0 52117128
24 SW 34 37 0 61490748
28 HW 40 40 0 91649880
28 SW 41 46 0 107801796
32 HW 45 45 0 143484264
32 SW 46 53 0 166137780
36 HW 47 49 0 208070856
36 SW 50 57 0 238071180
40 HW 50 54 0 286017480
40 SW 57 64 0 324522804
44 HW 53 63 0 376149312
45 SW 57 72 0 418995588
49 HW 60 72 0 480754008
49 SW 62 83 0 525786636
53 HW 67 79 0 606785256
53 SW 71 94 0 646075308
57 HW 69 83 0 748157256
57 SW 74 103 0 786921132
61 HW 73 91 0 910059192
61 SW 79 110 0 942120372
65 HW 77 101 0 1091148408
65 SW 80 117 0 1120509156
69 HW 90 114 0 1299344760
69 SW 89 132 0 1323502716
73 HW 99 125 0 1531801152
73 SW 80 137 0 1525882404
77 HW 107 139 0 1784701296
77 SW 91 150 0 1760085156
81 HW 103 145 0 2032622424
81 SW 93 156 0 2023885308
85 HW 111 159 0 2296545048
85 SW 91 166 0 2318654244
89 HW 102 166 0 2558364480
89 SW 95 176 0 2648193132
93 HW 106 178 0 2842853328
93 SW 106 191 0 2988089220
97 HW 109 189 0 3155306616
97 SW 114 203 0 3367587612
101 HW 105 197 0 3480058512
101 SW 116 215 0 3783898668
105 HW 114 208 0 3836399112
105 SW 120 224 0 4243768932
109 HW 109 215 0 4218260760
109 SW 114 233 0 4719924948
114 HW 107 223 0 4611808656
114 SW 110 239 0 5222799516
118 HW 117 239 0 5033532672
118 SW 108 253 0 5725838892
122 HW 120 254 0 5472348336
122 SW 121 270 0 6266988228
126 HW 121 263 0 5926577328
126 SW 118 279 0 6825288180
130 HW 121 275 0 6375989088
130 SW 121 290 0 7402686204
134 HW 115 281 0 6845354712
134 SW 119 303 0 7977837396
138 HW 118 296 0 7315086240
138 SW 119 312 0 8573621340
142 HW 121 309 0 7805438424
142 SW 120 321 0 9190815204
146 HW 119 318 0 8303597064
146 SW 121 332 0 9820882236
150 HW 128 330 0 8835237432
150 SW 122 347 0 10384784148
154 HW 113 339 0 9338883120
154 SW 119 358 0 10958136060
158 HW 110 348 0 9800785512
158 SW 122 365 0 11540121492
162 HW 117 365 0 10267544448
162 SW 118 375 0 12104537484
166 HW 120 378 0 10731646800
166 SW 113 388 0 12678935700
170 HW 119 391 0 11142407304
170 SW 111 400 0 13259584524
174 HW 122 400 0 11568289320
174 SW 116 412 0 13871050932
179 HW 104 408 0 11992257144
179 SW 117 422 0 14475261252
183 HW 92 415 0 12386060568
183 SW 115 434 0 15070995300
187 HW 102 428 0 12813173352
187 SW 126 451 0 15698431452
191 HW 104 440 0 13241247768
191 SW 121 463 0 16314535164
195 HW 115 455 0 13686274728
195 SW 123 477 0 16915608084
199 HW 118 464 0 14168017584
199 SW 127 490 0 17393313900
203 HW 117 479 0 14650895952
203 SW 122 501 0 17898288636
207 HW 117 485 0 15151290840
207 SW 118 507 0 18356879748
211 HW 115 497 0 15644632248
211 SW 114 522 0 18819822396
215 HW 118 508 0 16164097992
215 SW 117 534 0 19304630076
219 HW 115 521 0 16671077640
219 SW 119 545 0 19753574628
223 HW 123 535 0 17214862392
223 SW 126 557 0 20241902244
227 HW 124 546 0 17758870920
227 SW 126 571 0 20703337428
231 HW 116 554 0 18300652272
231 SW 124 581 0 21160963884
235 HW 109 559 0 18805466736
235 SW 119 588 0 21645357276
239 HW 108 570 0 19298501208
239 SW 112 597 0 22108916820
243 HW 99 579 0 19752444432
244 SW 103 607 0 22566070020
248 HW 102 592 0 20208602736
248 SW 97 616 0 22974387132
252 HW 102 598 0 20664635544
252 SW 103 630 0 23408508036
256 HW 109 613 0 21136503528
256 SW 107 640 0 23875510404
260 HW 100 619 0 21595870296
260 SW 105 646 0 24369651660
264 HW 101 629 0 22070458368
264 SW 108 659 0 24883899492
268 HW 107 641 0 22564262448
268 SW 108 676 0 25395877812
272 HW 111 661 0 23038395408
272 SW 123 697 0 25939756308
276 HW 117 671 0 23522876496
276 SW 124 705 0 26509657836
280 HW 119 683 0 23999428656
280 SW 117 718 0 27083640252
284 HW 121 695 0 24502350096
284 SW 120 735 0 27684971724
288 HW 128 710 0 24997587552
288 SW 129 752 0 28248914460
292 HW 135 725 0 25518008880
292 SW 136 767 0 28848954684
296 HW 135 733 0 26065330200
296 SW 140 777 0 29446406364
300 HW 138 744 0 26651488752
300 SW 136 791 0 29997754140
304 HW 131 757 0 27227488176
304 SW 132 805 0 30543014604
308 HW 133 770 0 27846262080
308 SW 126 815 0 31015916796
312 HW 144 786 0 28488859056
312 SW 128 827 0 31507455900
317 HW 139 797 0 29119391784
317 SW 124 837 0 31994776524
321 HW 134 804 0 29764317240
321 SW 115 850 0 32457378972
325 HW 124 814 0 30413273688
325 SW 123 864 0 32941497180
329 HW 122 830 0 31046284584
329 SW 119 874 0 33433852764
333 HW 123 845 0 31686825240
333 SW 116 883 0 33913906716
337 HW 141 861 0 32373135648
337 SW 118 899 0 34429435212
341 HW 132 872 0 33024862080
341 SW 115 910 0 34947869772
345 HW 127 883 0 33579134064
345 SW 117 922 0 35489126460
349 HW 125 897 0 34092875376
349 SW 119 930 0 36043747716
353 HW 126 910 0 34593971832
353 SW 115 946 0 36587984556
357 HW 123 923 0 35060215176
357 SW 122 960 0 37165296396
361 HW 120 930 0 35468874000
361 SW 123 972 0 37762837284
365 HW 111 943 0 35829268272
365 SW 125 986 0 38362791324
369 HW 109 955 0 36146541816
369 SW 122 1003 0 38957022444
373 HW 108 964 0 36484487424
373 SW 121 1014 0 39583046388
377 HW 113 971 0 36847323576
377 SW 118 1023 0 40221842196
382 HW 114 984 0 37216638648
382 SW 118 1033 0 40829067444
386 HW 124 1001 0 37598225112
386 SW 113 1046 0 41297156940
390 HW 132 1014 0 38011584744
390 SW 114 1057 0 41770356996
394 HW 130 1026 0 38442912984
394 SW 120 1073 0 42270069972
398 HW 128 1040 0 38873627352
398 SW 123 1086 0 42807868716
402 HW 124 1052 0 39314859192
402 SW 118 1093 0 43328436708
406 HW 125 1063 0 39779164152
406 SW 122 1105 0 43848545052
410 HW 122 1075 0 40250681352
410 SW 111 1116 0 44348041812
414 HW 121 1085 0 40732567848
414 SW 111 1121 0 44875687476
418 HW 116 1094 0 41170254048
418 SW 111 1130 0 45418911276
422 HW 113 1107 0 41590482696
422 SW 106 1139 0 45942919068
