Tempo Switch RegrasInstaladas RegrasAceitas VezesBloqueado BytesEnviados
7 HW 2 2 0 0
7 SW 63 63 0 0
12 HW 2 2 0 0
12 SW 123 123 0 0
17 HW 119 119 0 0
17 SW 179 181 0 3024
22 HW 119 119 0 0
22 SW 236 239 0 3024
27 HW 179 200 0 0
27 SW 300 308 0 1217460
32 HW 174 200 0 378000
33 SW 249 371 0 97403340
37 HW 194 226 0 2559816
38 SW 304 435 0 98684004
42 HW 182 226 0 7995456
43 SW 298 506 0 174274932
47 HW 186 245 0 28173096
48 SW 346 577 0 176201340
53 HW 179 245 0 38797920
53 SW 390 658 0 253381380
58 HW 191 266 0 62608896
58 SW 444 730 0 256694172
63 HW 185 266 0 83296080
63 SW 479 812 0 326857020
68 HW 190 286 0 134859816
69 SW 490 876 0 364221564
73 HW 183 286 0 179887176
74 SW 512 967 0 450124632
78 HW 189 303 0 243551448
79 SW 561 1059 0 479667600
83 HW 169 303 0 398858040
84 SW 596 1150 0 548596656
88 HW 183 336 0 516172608
89 SW 635 1250 0 594709632
93 HW 164 336 0 664404552
95 SW 656 1359 0 748074996
98 HW 185 375 0 792436176
100 SW 694 1456 0 800973828
103 HW 177 375 0 871212888
105 SW 718 1584 0 1030141620
108 HW 178 406 0 1168332984
110 SW 748 1698 0 1098514260
113 HW 162 406 0 1384858944
116 SW 740 1802 0 1300697388
118 HW 189 449 0 1529061408
121 SW 748 1920 0 1419460632
123 HW 167 449 0 1792908432
126 SW 719 2029 0 1636807788
128 HW 183 492 0 1980240696
131 SW 732 2127 0 1770426252
134 HW 171 492 0 2078336232
137 SW 692 2222 0 2074301964
139 HW 186 532 0 2274282360
142 SW 721 2335 0 2192561532
144 HW 175 532 0 2404225152
147 SW 708 2436 0 2395255896
149 HW 191 571 0 2610014400
152 SW 744 2565 0 2490623784
154 HW 176 571 0 2728662552
158 SW 704 2658 0 2740208112
159 HW 185 613 0 3173207184
163 SW 722 2768 0 2896777224
164 HW 172 613 0 3321372600
168 SW 692 2873 0 3143919792
169 HW 185 651 0 3473277192
173 SW 683 2968 0 3298570176
174 HW 171 651 0 3603811176
179 SW 680 3081 0 3533984220
179 HW 193 692 0 3720657024
184 SW 669 3170 0 3665830620
184 HW 175 692 0 4029309144
189 SW 655 3261 0 3811256292
189 HW 161 692 0 4191276096
194 SW 672 3361 0 3913311876
194 HW 173 728 0 4370027760
200 SW 662 3469 0 4112017404
200 HW 159 728 0 4503251592
205 SW 701 3577 0 4191731556
205 HW 185 769 0 4565040984
210 SW 717 3700 0 4382833236
210 HW 176 769 0 4695786648
215 HW 184 793 0 4878347040
215 SW 745 3813 0 4513273596
220 HW 164 793 0 5089567392
221 SW 696 3889 0 4732543836
225 HW 181 831 0 5320037016
226 SW 678 3988 0 4908574080
230 HW 160 831 0 5551716240
231 SW 650 4084 0 5129134056
235 HW 172 874 0 5820016104
236 SW 689 4180 0 5206823640
240 HW 156 874 0 6026224176
242 SW 666 4280 0 5420783916
245 HW 182 919 0 6176337048
247 SW 695 4394 0 5537741652
251 HW 169 919 0 6357101184
252 SW 675 4497 0 5768359452
256 HW 191 952 0 6446971440
257 SW 674 4572 0 5867375796
261 HW 171 952 0 6780739392
263 SW 586 4609 0 6068125548
266 HW 181 988 0 6956054280
268 SW 562 4659 0 6164737992
271 HW 156 988 0 7253253000
273 SW 479 4715 0 6350428224
276 HW 178 1036 0 7362945576
278 SW 456 4757 0 6467721744
281 HW 170 1036 0 7440167952
283 SW 388 4801 0 6742979832
286 HW 163 1075 0 7664996304
288 SW 323 4830 0 6863061540
291 HW 146 1075 0 7819465248
293 SW 265 4865 0 7085700516
296 HW 170 1137 0 8028261864
299 SW 230 4894 0 7143011364
301 HW 153 1137 0 8227798992
304 SW 193 4915 0 7280453676
306 HW 155 1188 0 8289217944
309 SW 162 4942 0 7335473844
311 HW 125 1188 0 8432262216
314 SW 115 4960 0 7506462900
316 HW 184 1273 0 8534074248
319 SW 60 4974 0 7524938028
321 HW 160 1273 0 8711164224
324 SW 65 4996 0 7561652412
327 HW 172 1321 0 8893476648
329 SW 37 5010 0 7574036052
332 HW 103 1321 0 8942397408
334 SW 36 5026 0 7598501724
337 HW 117 1353 0 9104146632
339 SW 11 5033 0 7598550108
342 HW 73 1353 0 9224414136
344 SW 16 5038 0 7598550108
347 HW 70 1365 0 9337777848
349 SW 7 5043 0 7598568372
352 HW 29 1365 0 9446876208
354 SW 10 5046 0 7598568372
357 HW 30 1371 0 9501603048
359 SW 6 5048 0 7598577444
362 HW 13 1371 0 9563508864
364 SW 6 5048 0 7598577444
367 HW 8 1371 0 9598407336
370 SW 4 5048 0 7598577624
372 HW 2 1371 0 9598407336
375 SW 2 5048 0 7598577804
377 HW 2 1371 0 9598407336
380 SW 2 5048 0 7598577804
382 HW 2 1371 0 9598407336
385 SW 2 5048 0 7598577804
387 HW 2 1371 0 9598407336
390 SW 2 5048 0 7598577804
392 HW 2 1371 0 9598407336
395 SW 2 5048 0 7598577804
397 HW 2 1371 0 9598407336
400 SW 2 5048 0 7598577804
402 HW 2 1371 0 9598407336
405 SW 2 5048 0 7598577804
407 HW 2 1371 0 9598407336
410 SW 2 5048 0 7598577804
412 HW 2 1371 0 9598407336
415 SW 2 5048 0 7598577804
