PSrc PDst
14076 18576
14308 18808
18926 14426
18928 14428
14064 18564
18982 14482
14204 18704
18984 14484
14124 18624
18986 14486
18988 14488
14066 18566
18990 14490
14272 18772
19000 14500
14136 18636
14222 18722
14168 18668
19118 14618
14286 18786
19126 14626
19128 14628
14258 18758
19146 14646
19148 14648
19152 14652
19154 14654
14134 18634
19156 14656
19158 14658
19160 14660
14360 18860
19216 14716
14198 18698
19220 14720
19222 14722
14420 18920
19244 14744
14202 18702
19246 14746
14444 18944
19250 14750
14692 19192
19252 14752
14522 19022
19292 14792
14798 19298
19326 14826
14372 18872
19328 14828
19350 14850
14334 18834
19410 14910
19414 14914
14794 19294
19430 14930
14644 19144
14600 19100
19432 14932
14638 19138
14596 19096
14804 19304
14520 19020
19598 15098
14856 19356
14704 19204
19608 15108
14680 19180
19630 15130
14672 19172
19668 15168
15048 19548
19750 15250
19752 15252
19754 15254
19756 15256
14866 19366
19764 15264
19766 15266
14882 19382
14986 19486
15212 19712
19798 15298
19800 15300
15110 19610
15158 19658
19806 15306
15272 19772
19914 15414
19916 15416
19918 15418
15160 19660
19922 15422
19924 15424
15156 19656
15336 19836
14974 19474
19934 15434
14992 19492
19936 15436
19946 15446
19948 15448
15082 19582
19950 15450
19954 15454
19956 15456
19958 15458
14994 19494
15064 19564
15328 19828
19982 15482
15090 19590
15606 20106
15652 20152
15580 20080
15304 19804
15576 20076
15614 20114
20288 15788
15368 19868
15560 20060
20294 15794
20296 15796
15624 20124
20298 15798
15722 20222
20300 15800
15532 20032
20306 15806
20308 15808
20320 15820
20332 15832
15790 20290
20336 15836
15906 20406
20568 16068
15998 20498
16022 20522
20624 16124
15884 20384
15718 20218
20628 16128
15894 20394
15700 20200
20704 16204
16182 20682
20730 16230
20732 16232
16184 20684
20744 16244
15900 20400
20746 16246
20748 16248
15958 20458
16084 20584
15866 20366
20764 16264
16038 20538
15828 20328
16226 20726
20772 16272
16108 20608
20918 16418
16028 20528
16158 20658
15988 20488
16290 20790
16112 20612
20920 16420
20922 16422
16172 20672
20924 16424
15942 20442
15986 20486
20930 16430
20954 16454
