Tempo Switch RegrasInstaladas RegrasAceitas VezesBloqueado BytesEnviados
5 HW 2 2 0 0
5 SW 10 10 0 0
9 HW 2 2 0 0
9 SW 24 24 0 0
13 HW 2 2 0 0
13 SW 40 40 0 20582856
17 HW 36 36 0 8055936
17 SW 54 55 0 20582856
21 HW 36 36 0 32337144
21 SW 69 70 0 20582856
25 HW 36 36 0 69367536
25 SW 81 87 0 76997088
29 HW 81 115 0 84374136
29 SW 83 99 0 76997088
33 HW 80 115 0 122248224
33 SW 58 106 0 76997088
37 HW 79 115 0 182025144
37 SW 74 122 0 127615824
41 HW 95 187 0 236339208
41 SW 77 137 0 127615824
45 HW 93 187 0 322007616
45 SW 64 157 0 127615824
49 HW 91 187 0 436720032
50 SW 77 171 0 166584600
53 HW 124 258 0 553605192
54 SW 84 189 0 166584600
57 HW 121 258 0 706152384
58 SW 73 205 0 166584600
62 HW 115 258 0 889920864
62 SW 93 227 0 210660912
66 HW 154 343 0 1081500336
66 SW 94 251 0 210660912
70 HW 147 343 0 1302279552
70 SW 81 270 0 210660912
74 HW 142 343 0 1553040216
74 SW 102 291 0 218580768
78 HW 153 402 0 1819469736
78 SW 101 317 0 218580768
82 HW 144 402 0 2109525768
82 SW 88 333 0 218580768
86 HW 137 402 0 2418109848
86 SW 99 345 0 239642928
90 HW 155 465 0 2733425352
90 SW 104 375 0 239642928
94 HW 145 465 0 3063405744
94 SW 113 398 0 239642928
98 HW 139 465 0 3418680384
99 SW 128 413 0 249120144
102 HW 152 526 0 3787401240
103 SW 113 434 0 249120144
106 HW 142 526 0 4161734640
107 SW 102 452 0 249120144
110 HW 137 526 0 4557308616
111 SW 124 479 0 264863088
114 HW 187 589 0 4940788104
115 SW 120 510 0 264863088
118 HW 146 589 0 5329178568
119 SW 134 530 0 264863088
123 HW 139 589 0 5713944768
123 SW 152 551 0 275444064
127 HW 171 653 0 6044230584
127 SW 138 569 0 275444064
131 HW 127 653 0 6359664024
131 SW 131 591 0 275444064
135 HW 121 653 0 6650096544
135 SW 154 615 0 315498456
139 HW 175 733 0 6923287728
139 SW 141 640 0 315498456
143 HW 143 733 0 7170938208
143 SW 147 665 0 315498456
147 HW 133 733 0 7364814408
148 SW 164 683 0 329221368
151 HW 174 802 0 7521359328
152 SW 146 707 0 329221368
155 HW 128 802 0 7643430648
156 SW 136 725 0 329221368
159 HW 116 802 0 7764674904
160 SW 153 748 0 403973136
163 HW 183 887 0 7886061288
164 SW 139 778 0 403973136
167 HW 139 887 0 8004629304
168 SW 144 802 0 403973136
171 HW 133 887 0 8119526184
172 SW 159 824 0 421494192
175 HW 170 955 0 8216596584
176 SW 140 844 0 421494192
179 HW 119 955 0 8327258352
180 SW 130 862 0 421494192
183 HW 117 955 0 8451968112
184 SW 150 890 0 505389024
188 HW 178 1041 0 8568761040
188 SW 145 918 0 505389024
192 HW 143 1041 0 8707535424
193 SW 148 943 0 505389024
196 HW 138 1041 0 8866107936
197 SW 168 964 0 515020464
200 HW 177 1107 0 9017501472
201 SW 149 988 0 515020464
204 HW 137 1107 0 9186307200
205 SW 131 1012 0 515020464
208 HW 128 1107 0 9354261672
209 SW 147 1032 0 553248360
212 HW 187 1180 0 9511514208
213 SW 136 1057 0 553248360
216 HW 143 1180 0 9691458840
217 SW 148 1080 0 553248360
220 HW 134 1180 0 9879551640
221 SW 164 1103 0 556458336
224 HW 182 1246 0 10081491336
225 SW 143 1129 0 556458336
228 HW 138 1246 0 10278002952
229 SW 128 1145 0 556458336
232 HW 130 1246 0 10482936408
233 SW 135 1159 0 595262304
236 HW 190 1319 0 10692786888
238 SW 104 1179 0 595262304
240 HW 138 1319 0 10892792736
242 SW 118 1202 0 595262304
244 HW 131 1319 0 11076490152
246 SW 135 1221 0 622165320
249 HW 171 1390 0 11238714144
250 SW 128 1245 0 622165320
253 HW 123 1390 0 11403216720
254 SW 113 1259 0 622165320
257 HW 117 1390 0 11567595312
258 SW 132 1280 0 781617816
261 HW 177 1476 0 11716488000
262 SW 129 1306 0 781617816
265 HW 138 1476 0 11868103800
266 SW 144 1343 0 781617816
269 HW 133 1476 0 12043786104
270 SW 170 1370 0 787735368
273 HW 180 1543 0 12232464048
274 SW 153 1393 0 787735368
277 HW 139 1543 0 12419731296
278 SW 143 1422 0 787735368
281 HW 130 1543 0 12614765688
283 SW 167 1449 0 796689432
285 HW 182 1615 0 12808268424
287 SW 162 1483 0 796689432
289 HW 145 1615 0 13025294856
291 SW 160 1504 0 796689432
293 HW 141 1615 0 13257305208
295 SW 175 1526 0 801877104
297 HW 179 1678 0 13480275312
299 SW 160 1557 0 801877104
301 HW 131 1678 0 13705292664
303 SW 163 1580 0 801877104
305 HW 123 1678 0 13936193208
307 SW 185 1607 0 817789392
310 HW 191 1756 0 14177667168
311 SW 152 1630 0 817789392
314 HW 146 1756 0 14415217488
315 SW 153 1646 0 817789392
318 HW 134 1756 0 14631335208
319 SW 175 1672 0 835017120
322 HW 177 1825 0 14834106504
324 SW 156 1699 0 835017120
326 HW 119 1825 0 15024561048
328 SW 159 1723 0 835017120
330 HW 110 1825 0 15176514024
332 SW 188 1753 0 871324776
334 HW 181 1915 0 15326140032
336 SW 160 1777 0 871324776
338 HW 140 1915 0 15467235336
340 SW 160 1798 0 871324776
342 HW 130 1915 0 15564289104
344 SW 177 1822 0 882859824
346 HW 175 1986 0 15660323784
348 SW 157 1849 0 882859824
350 HW 119 1986 0 15756130152
352 SW 154 1876 0 882859824
354 HW 113 1986 0 15852852792
356 SW 168 1898 0 939121344
358 HW 186 2074 0 15939165312
360 SW 149 1924 0 939121344
362 HW 140 2074 0 15999707304
365 SW 160 1954 0 939121344
366 HW 132 2074 0 16066749384
369 SW 172 1972 0 955280088
371 HW 174 2149 0 16127091792
373 SW 157 1991 0 955280088
375 HW 127 2149 0 16204639248
377 SW 141 2016 0 955280088
379 HW 124 2149 0 16297374744
381 SW 165 2044 0 988677144
383 HW 180 2231 0 16397330040
385 SW 151 2070 0 988677144
387 HW 143 2231 0 16508443896
389 SW 154 2094 0 988677144
391 HW 136 2231 0 16631957664
393 SW 173 2120 0 997554096
395 HW 179 2301 0 16756216848
397 SW 143 2139 0 997554096
399 HW 136 2301 0 16891339752
401 SW 143 2164 0 997554096
403 HW 129 2301 0 17020514448
405 SW 158 2188 0 1043946792
407 HW 187 2380 0 17142986448
410 SW 129 2202 0 1043946792
411 HW 144 2380 0 17272003896
414 SW 134 2221 0 1043946792
415 HW 134 2380 0 17404734816
418 SW 148 2244 0 1110214728
419 HW 170 2450 0 17531399592
422 SW 133 2262 0 1110214728
423 HW 124 2450 0 17656815456
426 SW 120 2284 0 1110214728
427 HW 122 2450 0 17794959336
430 SW 140 2307 0 1220404752
432 HW 187 2533 0 17934990192
434 SW 118 2326 0 1220404752
436 HW 154 2533 0 18084300192
438 SW 116 2341 0 1220404752
440 HW 145 2533 0 18227719440
442 SW 131 2364 0 1229209128
444 HW 182 2592 0 18371138688
446 SW 128 2395 0 1229209128
448 HW 123 2592 0 18515516544
450 SW 124 2413 0 1229209128
452 HW 120 2592 0 18668186208
455 SW 152 2444 0 1250204760
456 HW 180 2677 0 18789258096
459 SW 135 2468 0 1250204760
460 HW 148 2677 0 18926958960
463 SW 143 2497 0 1250204760
464 HW 141 2677 0 19068208488
467 SW 156 2514 0 1256797080
468 HW 173 2739 0 19211493168
471 SW 129 2533 0 1256797080
472 HW 121 2739 0 19351561824
475 SW 131 2563 0 1256797080
477 HW 115 2739 0 19498472280
479 SW 145 2582 0 1362804912
481 HW 190 2828 0 19634286168
483 SW 134 2603 0 1362804912
485 HW 151 2828 0 19786550616
487 SW 139 2622 0 1362804912
489 HW 146 2828 0 19944675576
491 SW 163 2646 0 1371563928
493 HW 179 2887 0 20102812632
495 SW 153 2669 0 1371563928
497 HW 139 2887 0 20273345064
500 SW 125 2689 0 1371563928
501 HW 129 2887 0 20447196336
504 SW 148 2715 0 1389543120
505 HW 189 2960 0 20632806432
508 SW 146 2743 0 1389543120
509 HW 154 2960 0 20825687736
512 SW 156 2766 0 1389543120
513 HW 150 2960 0 21039885216
516 SW 174 2789 0 1390616640
517 HW 187 3012 0 21258103104
520 SW 160 2819 0 1390616640
521 HW 152 3012 0 21485680272
524 SW 148 2843 0 1390616640
526 HW 146 3012 0 21723493680
528 SW 170 2872 0 1395899568
530 HW 192 3074 0 21945452256
532 SW 165 2909 0 1395899568
534 HW 151 3074 0 22165121664
536 SW 176 2931 0 1395899568
538 HW 144 3074 0 22378977432
540 SW 189 2947 0 1401442560
542 HW 179 3135 0 22565591496
544 SW 165 2968 0 1401442560
546 HW 127 3135 0 22718776752
549 SW 166 2993 0 1401442560
550 HW 119 3135 0 22860980352
553 SW 201 3030 0 1423929024
554 HW 189 3218 0 23004133488
557 SW 180 3050 0 1423929024
558 HW 150 3218 0 23136949080
561 SW 191 3075 0 1423929024
562 HW 143 3218 0 23266659024
565 SW 217 3106 0 1424688048
566 HW 195 3279 0 23392691784
569 SW 179 3130 0 1424688048
570 HW 145 3279 0 23511037536
573 SW 175 3164 0 1424688048
574 HW 140 3279 0 23636347560
577 SW 179 3181 0 1446796512
579 HW 192 3348 0 23752364832
581 SW 157 3205 0 1446796512
583 HW 133 3348 0 23860832688
585 SW 175 3236 0 1446796512
587 HW 126 3348 0 23970874536
590 SW 201 3264 0 1453010832
591 HW 175 3426 0 24076310832
594 SW 168 3287 0 1453010832
595 HW 137 3426 0 24188200344
598 SW 167 3318 0 1453010832
599 HW 132 3426 0 24301184544
602 SW 185 3346 0 1467600120
603 HW 188 3502 0 24411868992
606 SW 161 3368 0 1467600120
607 HW 135 3502 0 24525696888
610 SW 169 3393 0 1467600120
611 HW 127 3502 0 24616379088
614 SW 189 3419 0 1499181264
615 HW 181 3583 0 24701533416
618 SW 166 3449 0 1499181264
619 HW 131 3583 0 24795540504
622 SW 164 3472 0 1499181264
623 HW 124 3583 0 24894289224
626 SW 177 3494 0 1528083144
627 HW 177 3662 0 24984256248
631 SW 157 3519 0 1528083144
631 HW 125 3662 0 25057529280
635 SW 147 3536 0 1528083144
635 HW 116 3662 0 25139644488
639 SW 169 3563 0 1616736240
640 HW 185 3750 0 25220695248
643 SW 156 3591 0 1616736240
644 HW 136 3750 0 25311936888
647 SW 159 3613 0 1616736240
648 HW 132 3750 0 25418740032
651 SW 178 3637 0 1628551008
652 HW 177 3821 0 25522417872
655 SW 154 3663 0 1628551008
656 HW 127 3821 0 25637801616
659 SW 139 3685 0 1628551008
660 HW 122 3821 0 25767375480
663 SW 156 3711 0 1677364744
664 HW 189 3901 0 25896271968
667 SW 136 3736 0 1677364744
668 HW 142 3901 0 26034430968
671 SW 146 3762 0 1677364744
672 HW 138 3901 0 26180514360
676 SW 157 3779 0 1691426754
676 HW 175 3969 0 26325457704
680 SW 137 3804 0 1691426754
680 HW 128 3969 0 26471805696
684 SW 131 3832 0 1691426754
684 HW 115 3969 0 26619417720
688 SW 143 3849 0 1819329858
689 HW 195 4058 0 26773957728
692 SW 117 3864 0 1819329858
693 HW 153 4058 0 26939916360
696 SW 120 3878 0 1819329858
697 HW 144 4058 0 27075585096
700 SW 143 3907 0 1834049178
701 HW 179 4124 0 27201203568
704 SW 131 3929 0 1834049178
705 HW 132 4124 0 27344243304
708 SW 113 3949 0 1834049178
709 HW 127 4124 0 27499388112
712 SW 131 3969 0 1931552010
713 HW 184 4208 0 27631208808
716 SW 113 3990 0 1931552010
717 HW 145 4208 0 27777667176
720 SW 116 4009 0 1931552010
721 HW 138 4208 0 27939399768
725 SW 134 4032 0 1943557290
725 HW 176 4277 0 28097517168
729 SW 119 4052 0 1943557290
