Timestamp,IpOri,PortaOri,IpDest,PortaDest,?,Tempo,BytesEnv,Banda(bps),Jitter,PctPerdido,PctEnv,%Perda,ForaOrdem
20191204104223,10.1.0.2,18507,10.1.0.1,14007,3,0.0-8.8,2459310,2241523
20191204104223,10.1.0.1,14007,10.1.0.2,18507,3,0.0-8.8,2453430,2242544,0.069,4,1673,0.239,0
20191204104224,10.1.0.2,18539,10.1.0.1,14039,3,0.0-5.7,1062810,1486834
20191204104224,10.1.0.1,14039,10.1.0.2,18539,3,0.0-5.7,1055460,1488798,0.056,5,723,0.692,0
20191204104227,10.1.0.2,18573,10.1.0.1,14073,3,0.0-5.5,495390,722937
20191204104227,10.1.0.1,14073,10.1.0.2,18573,3,0.0-5.5,493920,724289,0.201,1,337,0.297,0
20191204104227,10.1.0.2,18545,10.1.0.1,14045,3,0.0-8.8,1984500,1794037
20191204104227,10.1.0.2,18552,10.1.0.1,14052,3,0.0-8.2,1103970,1073146
20191204104227,10.1.0.1,14045,10.1.0.2,18545,3,0.0-8.8,1984500,1795049,0.069,0,1350,0.000,0
20191204104227,10.1.0.1,14052,10.1.0.2,18552,3,0.0-8.2,1101030,1073757,0.086,2,751,0.266,0
20191204104228,10.1.0.2,18503,10.1.0.1,14003,3,0.0-13.8,1618470,937980
20191204104228,10.1.0.1,14003,10.1.0.2,18503,3,0.0-13.8,1618470,938633,0.085,0,1101,0.000,0
20191204104232,10.1.0.2,18540,10.1.0.1,14040,3,0.0-14.0,2765070,1581050
20191204104232,10.1.0.1,14040,10.1.0.2,18540,3,0.0-14.0,2759190,1581664,0.085,4,1881,0.213,0
20191204104233,10.1.0.2,18618,10.1.0.1,14118,3,0.0-5.7,51450,72703
20191204104234,10.1.0.1,14118,10.1.0.2,18618,3,0.0-5.7,51450,72820,0.079,0,35,0.000,0
20191204104234,10.1.0.2,18607,10.1.0.1,14107,3,0.0-6.8,480690,569340
20191204104234,10.1.0.1,14107,10.1.0.2,18607,3,0.0-6.7,480690,570841,0.163,0,327,0.000,0
20191204104234,10.1.0.2,18550,10.1.0.1,14050,3,0.0-14.6,3283980,1796089
20191204104234,10.1.0.1,14050,10.1.0.2,18550,3,0.0-14.6,3279570,1796646,0.074,3,2234,0.134,0
20191204104234,10.1.0.2,18512,10.1.0.1,14012,3,0.0-18.7,1890420,808958
20191204104234,10.1.0.2,18563,10.1.0.1,14063,3,0.0-13.2,313110,189438
20191204104234,10.1.0.1,14012,10.1.0.2,18512,3,0.0-18.7,1887480,809518,0.098,2,1286,0.156,0
20191204104234,10.1.0.1,14063,10.1.0.2,18563,3,0.0-13.2,313110,189886,0.068,0,213,0.000,0
20191204104234,10.1.0.2,18517,10.1.0.1,14017,3,0.0-18.7,1581720,676862
20191204104234,10.1.0.1,14017,10.1.0.2,18517,3,0.0-18.7,1581720,677525,0.076,0,1076,0.000,0
20191204104235,10.1.0.2,18604,10.1.0.1,14104,3,0.0-8.2,633570,614394
20191204104235,10.1.0.1,14104,10.1.0.2,18604,3,0.0-8.2,633570,615632,0.098,0,431,0.000,0
20191204104235,10.1.0.2,18541,10.1.0.1,14041,3,0.0-17.2,4654020,2169842
20191204104235,10.1.0.1,14041,10.1.0.2,18541,3,0.0-17.1,4645200,2170441,0.069,6,3166,0.190,0
20191204104235,10.1.0.2,18510,10.1.0.1,14010,3,0.0-20.6,2446080,950266
20191204104236,10.1.0.1,14010,10.1.0.2,18510,3,0.0-20.6,2441670,950359,0.127,3,1664,0.180,0
20191204104237,10.1.0.2,18534,10.1.0.1,14034,3,0.0-19.2,3056130,1274878
20191204104237,10.1.0.1,14034,10.1.0.2,18534,3,0.0-19.2,3054660,1274924,0.111,1,2079,0.048,0
20191204104237,10.1.0.2,18594,10.1.0.1,14094,3,0.0-12.0,1139250,760831
20191204104237,10.1.0.1,14094,10.1.0.2,18594,3,0.0-12.0,1139250,761595,0.244,0,775,0.000,0
20191204104238,10.1.0.2,18548,10.1.0.1,14048,3,0.0-18.7,1212750,518141
