PSrc PDst
14376 18876
19212 14712
14338 18838
14620 19120
14340 18840
19232 14732
14328 18828
14696 19196
19240 14740
14360 18860
19242 14742
14564 19064
19258 14758
14412 18912
19376 14876
14832 19332
14686 19186
19378 14878
19380 14880
14512 19012
14626 19126
19384 14884
14708 19208
19390 14890
14646 19146
19510 15010
14660 19160
19558 15058
14746 19246
19562 15062
14656 19156
14788 19288
19696 15196
15154 19654
15006 19506
19706 15206
14910 19410
19762 15262
19780 15280
14776 19276
15054 19554
15180 19680
14896 19396
15214 19714
19794 15294
15088 19588
19796 15296
19798 15298
14950 19450
15242 19742
15144 19644
19814 15314
14962 19462
19906 15406
15238 19738
19920 15420
15014 19514
15332 19832
19936 15436
19938 15438
19944 15444
15120 19620
19946 15446
15360 19860
19948 15448
14968 19468
14988 19488
19950 15450
20048 15548
20068 15568
15278 19778
20070 15570
15300 19800
15468 19968
15176 19676
20072 15572
20074 15574
15098 19598
15508 20008
20076 15576
20078 15578
15068 19568
15366 19866
20080 15580
20082 15582
15456 19956
20090 15590
15080 19580
20094 15594
15156 19656
15530 20030
20308 15808
20310 15810
15466 19966
15774 20274
15640 20140
20492 15992
20494 15994
15702 20202
20502 16002
20504 16004
15812 20312
20514 16014
15776 20276
20518 16018
15636 20136
20520 16020
15724 20224
20538 16038
15664 20164
15650 20150
20540 16040
15770 20270
20640 16140
20642 16142
15762 20262
15986 20486
15698 20198
15866 20366
15870 20370
20646 16146
15892 20392
20654 16154
20662 16162
16112 20612
20664 16164
20682 16182
20684 16184
15840 20340
20686 16186
16096 20596
20688 16188
15704 20204
16144 20644
20690 16190
20692 16192
20694 16194
15924 20424
15814 20314
15740 20240
20730 16230
15910 20410
20732 16232
15998 20498
20734 16234
20736 16236
15782 20282
20872 16372
16280 20780
16122 20622
15894 20394
20874 16374
16126 20626
20878 16378
20880 16380
16264 20764
16286 20786
16242 20742
20882 16382
16310 20810
20886 16386
15904 20404
20892 16392
16124 20624
16180 20680
20894 16394
